Response ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response
11716,Complete,Council's Office,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11717,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,1
11718,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11719,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11720,Complete,Emergency Management,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11721,Complete,Finance and Performance Management,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11722,Complete,Clerk of Superior Court,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11723,Complete,Planning and Public Works,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11724,Complete,Assessor-Treasurer's Office,0,0,0,0,8. My supervisor holds employees accountable for performance,1
11725,Complete,Planning and Public Works,0,0,0,0,8. My supervisor holds employees accountable for performance,1
11726,Complete,Superior Court,0,0,1,0,8. My supervisor holds employees accountable for performance,3
11727,Complete,Clerk of Superior Court,0,0,0,0,8. My supervisor holds employees accountable for performance,1
11728,Complete,Sheriff's Department,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11729,Complete,Facilities Management,0,0,1,0,8. My supervisor holds employees accountable for performance,4
11730,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11731,Complete,Emergency Management,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11732,Complete,Sheriff's Department,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11733,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11734,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11735,Complete,Emergency Management,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11736,Complete,Assessor-Treasurer's Office,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11737,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11738,Complete,Human Resources,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11739,Complete,Juvenile Court,0,0,0,0,8. My supervisor holds employees accountable for performance,2
11740,Complete,Planning and Public Works,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11741,Complete,Juvenile Court,0,0,0,0,8. My supervisor holds employees accountable for performance,2
11742,Complete,Prosecuting Attorney's Office,0,1,0,0,8. My supervisor holds employees accountable for performance,4
11743,Complete,Juvenile Court,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11744,Complete,District Court,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11745,Complete,Sheriff's Department,0,1,0,0,8. My supervisor holds employees accountable for performance,4
11746,Complete,Planning and Public Works,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11747,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11748,Complete,Council's Office,0,0,0,0,8. My supervisor holds employees accountable for performance,1
11749,Complete,Planning and Public Works,0,0,0,1,8. My supervisor holds employees accountable for performance,3
11750,Complete,Planning and Public Works,0,0,1,0,8. My supervisor holds employees accountable for performance,4
11751,Complete,Facilities Management,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11752,Complete,Finance and Performance Management,0,1,0,0,8. My supervisor holds employees accountable for performance,1
11753,Complete,District Court,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11754,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,5
11755,Complete,Human Services,0,0,0,1,8. My supervisor holds employees accountable for performance,2
11756,Complete,District Court,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11757,Complete,District Court,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11758,Complete,Planning and Public Works,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11759,Complete,Planning and Public Works,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11760,Complete,Council's Office,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11761,Complete,Finance and Performance Management,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11762,Complete,Juvenile Court,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11763,Complete,Parks and Recreation,0,0,0,0,8. My supervisor holds employees accountable for performance,2
11764,Complete,Planning and Public Works,0,0,1,0,8. My supervisor holds employees accountable for performance,3
11765,Complete,Sheriff's Department,0,0,0,0,8. My supervisor holds employees accountable for performance,3
11766,Complete,District Court,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11767,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11768,Complete,Human Services,0,0,0,0,8. My supervisor holds employees accountable for performance,4
11769,Complete,Human Resources,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11770,Complete,Communications Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11771,Complete,Parks and Recreation,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
11772,Complete,Human Resources,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11773,Complete,Communications Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
11774,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11775,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11776,Complete,Finance and Performance Management,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11777,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
11778,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11779,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11780,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11781,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11782,Complete,Human Services,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11783,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,5
11784,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11785,Complete,Finance and Performance Management,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11786,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11787,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,5
11788,Complete,Assessor-Treasurer's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11789,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11790,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11791,Complete,District Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11792,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11793,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11794,Complete,Sheriff's Department,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,2
11795,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11796,Complete,Superior Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11797,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11798,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11799,Complete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11800,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11801,Complete,District Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
11802,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11803,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11804,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11805,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11806,Complete,Medical Examiner,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11807,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11808,Complete,Assigned Council,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11809,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11810,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11811,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11812,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11813,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11814,Complete,Prosecuting Attorney's Office,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11815,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11816,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11817,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11818,Complete,Human Services,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11819,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11820,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11821,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11822,Complete,Facilities Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11823,Complete,Emergency Management,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11824,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11825,Complete,Assessor-Treasurer's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11826,Complete,Sheriff's Department,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,2
11827,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,5
11828,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11829,Complete,Sheriff's Department,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11830,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11831,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11832,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11833,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11834,Complete,District Court,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11835,Complete,Emergency Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11836,Complete,Emergency Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11837,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11838,Complete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11839,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11840,Complete,Parks and Recreation,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11841,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11842,Complete,Prosecuting Attorney's Office,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11843,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11844,Complete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11845,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11846,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11847,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
11848,Complete,Council's Office,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11849,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11850,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11851,Complete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11852,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11853,Complete,Council's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11854,Complete,Human Services,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11855,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11856,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11857,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11858,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11859,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11860,Complete,Finance and Performance Management,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11861,Complete,Finance and Performance Management,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11862,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11863,Complete,Human Services,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11864,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
11865,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11866,Complete,Assessor-Treasurer's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11867,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11868,Complete,Council's Office,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11869,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11870,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11871,Complete,Finance and Performance Management,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,2
11872,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11873,Complete,Clerk of Superior Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11874,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11875,Complete,Exec Office & Directors,1,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11876,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11877,Complete,Parks and Recreation,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11878,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11879,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11880,Complete,Emergency Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11881,Complete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11882,Complete,Council's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11883,Complete,Human Resources,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11884,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11885,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11886,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11887,Complete,Juvenile Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11888,Complete,Sheriff's Department,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11889,Complete,Clerk of Superior Court,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11890,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11891,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11892,Complete,Emergency Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11893,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11894,Complete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11895,Complete,Emergency Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11896,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11897,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11898,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11899,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11900,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11901,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11902,Complete,Superior Court,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11903,Complete,Facilities Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11904,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11905,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11906,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11907,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11908,Complete,Superior Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11909,Complete,Sheriff's Department,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11910,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11911,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11912,Complete,Parks and Recreation,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11913,Complete,Superior Court,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11914,Complete,Juvenile Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11915,Complete,Juvenile Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11916,Complete,Sheriff's Department,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11917,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11918,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11919,Complete,Communications Office,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11920,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11921,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11922,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,5
11923,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11924,Complete,Clerk of Superior Court,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11925,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11926,Complete,Human Resources,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11927,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11928,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11929,Complete,Prosecuting Attorney's Office,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11930,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11931,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11932,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11933,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11934,Complete,Human Resources,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11935,Complete,Prosecuting Attorney's Office,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11936,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
11937,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11938,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11939,Complete,Prosecuting Attorney's Office,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11940,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11941,Complete,Superior Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11942,Complete,District Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11943,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11944,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11945,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11946,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11947,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11948,Complete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11949,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11950,Complete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11951,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11952,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11953,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11954,Complete,Exec Office & Directors,1,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11955,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11956,Complete,Superior Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11957,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11958,Complete,Prosecuting Attorney's Office,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11959,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11960,Complete,District Court,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11961,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11962,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11963,Complete,Finance and Performance Management,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11964,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11965,Complete,Assessor-Treasurer's Office,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,1
11966,Complete,Sheriff's Department,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11967,Complete,Council's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11968,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11969,Complete,Superior Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11970,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11971,Complete,Parks and Recreation,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11972,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11973,Complete,Sheriff's Department,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11974,Complete,Parks and Recreation,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11975,Incomplete,Planning and Public Works,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11976,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11977,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11978,Complete,Council's Office,0,1,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11979,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11980,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11981,Complete,Assigned Council,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,3
11982,Complete,Juvenile Court,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11983,Complete,Finance and Performance Management,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11984,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11985,Complete,Sheriff's Department,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
11986,Complete,Human Services,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,4
11987,Complete,Prosecuting Attorney's Office,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11988,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11989,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11990,Complete,Planning and Public Works,0,0,1,0,9. My department is inclusive and demonstrates support of a diverse workforce,2
11991,Complete,Assessor-Treasurer's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11992,Complete,Assigned Council,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11993,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11994,Complete,Planning and Public Works,0,0,0,1,9. My department is inclusive and demonstrates support of a diverse workforce,1
11995,Complete,Planning and Public Works,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,4
11996,Complete,Human Services,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,3
11997,Complete,Prosecuting Attorney's Office,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,5
11998,Complete,Parks and Recreation,0,0,0,0,9. My department is inclusive and demonstrates support of a diverse workforce,1
